"Timestamp","Koliko se godina profesionalno bavite digitalnim produktima?","Vaše zanimanje","Spol","Koliko godina imate","Prebivalište","U kojoj županiji radite","Obrazovanje","Koja je vaša trenutna dizajnerska uloga?","Na skali od 1-7, koliko vas je obrazovanje pripremilo za trenutnu radnu poziciju?","Koliko godina radite na trenutnoj poziciji?","Trenutno radite na poziciji:","U kojoj od navedenih tipova firma trenutno radite?","Koliko zaposlenika ima firma u kojoj radite? ","Ima li firma u kojoj radite dizajn tim? ","Koliko dizajnera ima u tvrtki u kojoj radite?","Koje timske aktivnosti održavate unutar design tima?","Odaberite koliki postotak projekata radite za pojedino tržište: [HR tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [Europsko tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [US tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [Globalno tržište]","Koliko sati provedete na sastancima tjedno?","Što vam je najbitnije na radnom mjestu? [Novčana naknada za obavljeni posao]","Što vam je najbitnije na radnom mjestu? [Mogućnost rada od kuće]","Što vam je najbitnije na radnom mjestu? [Edukacija]","Što vam je najbitnije na radnom mjestu? [Mogućnost profesionalnog razvoja]","Što vam je najbitnije na radnom mjestu? [Kultura kompanije i atmosfera u uredu]","Što vam je najbitnije na radnom mjestu? [Projekti]","Što vam je najbitnije na radnom mjestu? [Status i financijska pozadina tvrtke u kojoj radim]","Što vam je najbitnije na radnom mjestu? [Perks & Benefits (voće, kava, piva, grickalice...)]","Što vam je najbitnije na radnom mjestu? [Putovanja (konferencije, rad s inozemnim klijentima)]","Koliko ste zadovoljni trenutnim poslom?","Koliko ste plaćeni za posao koji radite (neto prihodi mjesečne plaće)?","Koliko ste zadovoljni mjesečnim prihodima?","Gdje najčešće radite?","Koja vrsta edukacije je pristuna na poslu?","S kojim pozicijama blisko surađujete na trenutnom radnom mjestu?","Koje metode koristite u dizajn procesu?","Kako znate jesu li vaša dizajn rješenja uspješna?","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Istraživanje i definiranje potreba korisnika]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Testiranje rješenja]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Strategija proizvoda]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Strategija kompanije]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Akvizicijske metrike (acquisition)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Retention / Engagement ]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Konverzijske metrike (conversion)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Revenue (Model zarade)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Financijske metrike]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Poslovni model]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Upravljanje resursima]","Da ste u prilici dati jedan savjet mangementu tvrtke u kojoj radite, sa željom da unaprijedite dizajn proces, što biste im rekli?","Koju biste tvrtku na našem tržištu izdvojili kao dobar primjer ulaganja u dizajn procese ili kvalitetnog pristupa rješavanju dizajn/produkt problema?","Kako biste u par riječi opisali zašto ste izabrali tu tvrtku kao primjer dobre dizajn prakse?","Koje će po vama biti tri najvrednije dizajn vještine ili znanja potrebna za rad u budućnosti (gledano 3-8 godina unaprijed)?","Koja će nadolazeća tehnologija najviše utjecati na područje dizajna kojim se bavite?"
"2018/07/10 7:33:55 AM GMT+2","8 - 10 godina","Produkt dizajner (digitalni proizvodi)","Muški","31-35","VARAŽDINSKA","VARAŽDINSKA","+ samostalno učenje","Produkt dizajner (digitalni proizvodi)","1","2-5 godina","Nezavisni profesionalac","Obrt freelance","1","Nema","Samo ja","Nema design tima","0","25%","50%","25%","4 - 8 sata / tjedno","4","4","5","5","5","2","2","3","3","4","Nisam zaposlen ali freelanceam","4","Najčešće remotely","Educiram se samostalno doma;Knjige;Audio knjige;Blogovi;Webinari;Online vodiči;Online tečajevi;Konferencije i događanja u inozemstvu","Produkt managers;Sales;Project managers;Executives;Copywritter;Data analyst","Sve ovisi o klijentu i projektu","Pomoću analitike;Radimo usability testove;Radimo A/B testove;Na većini projekata se takve stvari ugovaraju na početku tako da bi se znalo u kojem smjeru se treba boriti.","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni",".",".",".","Poznavanje poslovne strane priče i komunikacija s korisnicima. ","Ko bi ga znao. AI vjerojatno."
"2018/07/10 7:53:04 AM GMT+2","2 - 3 godine","UX/UI dizajner","Muški","26-30","GRAD ZAGREB","GRAD ZAGREB","GRF","UX/UI dizajner","3","2-5 godina","Medium Dizajner","Digitalna agencija","51-150","Ima jedan dizajn tim","10-15","Revizija dizajna;Mentoriranje;Radionice, interna predavanja","25%","50%","25%","0","4 - 8 sata / tjedno","4","4","5","5","5","5","2","2","3","4","7000kn - 8900kn","4","Najčešće u uredu","Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Networking događaji / meetups;Konferencije i događanja u HR;Konferencije i događanja u inozemstvu","UI dizajn;UX dizajn;Programeri;Produkt managers;Project managers","Research;Intervjui s korisnicima;Fokus grupe (grupni intervjui);Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing;Design Sprint","Pomoću analitike;Radimo usability testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","","","","UX, AR, AI/Machine learning","AR;AI;Machine learning"
"2018/07/10 8:05:39 AM GMT+2","2 - 3 godine","UX/UI dizajner","Muški","26-30","PRIMORSKO-GORANSKA","GRAD ZAGREB","srednja grafička, faks za inženjera zaštite na radu","UX/UI dizajner","2","2-5 godina","Dizajner","Digitalna agencija","51-150","Ima jedan dizajn tim","10-15","Revizija dizajna;Mentoriranje;Tjedni scrum, interne radionice","0","50%","50%","0","4 - 8 sata / tjedno","5","5","5","5","5","4","4","5","4","5","7000kn - 8900kn","4","Najčešće u uredu i povremeno remotely","Organizirana edukacija unutar tvrtke;Knjige;Audio knjige;Blogovi;Online tečajevi;Networking događaji / meetups;Konferencije i događanja u HR","UI dizajn;UX dizajn;Programeri;Produkt managers;Project managers;Researcher","Research;Intervjui s korisnicima;Analiza konkurencije;Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Nisu potrebni","","Infinum","Jer se stvarno trude poboljšavati dizajn proces iz dana u dan. Od UX do UI procesa. Korisnici su im na prvom mjestu.","Iako nije nužno ""dizajn vještina"" mislim da bi svi dizajneri trebali znati osnove tehnologija za koju dizajniraju (Javascript, Swift etc.)","AR;AI;Machine learning"
"2018/07/10 8:37:19 AM GMT+2","11 - 20 godina","Multimedijalni dizajner","Muški","31-35","ZAGREBAČKA","GRAD ZAGREB","GRF","Multimedijalni dizajner","3","6-10 godina","Medium Dizajner","Državna firma","51-150","Nema","2-5","Nema design tima","100%","0","0","25%","1 - 3 sata / tjedno","5","1","2","4","4","3","5","1","2","4","7000kn - 8900kn","3","Najčešće u uredu","Educiram se samostalno doma;Online vodiči;Online tečajevi","UI dizajn;UX dizajn","Research;Fokus grupe (grupni intervjui);Izrada prototipa","Nikako","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","","","","thst","VR;AR;Conversational Interfaces;360 video"
"2018/07/10 9:50:31 AM GMT+2","2 - 3 godine","UX/UI dizajner","Ženski","26-30","OSJEČKO-BARANJSKA","OSJEČKO-BARANJSKA","GRF","UX/UI dizajner","4","2-5 godina","Senior Dizajner","Digitalna agencija","51-150","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje;Kontinuirani rad na izgradnji design procesa i integracji sa ostalim timovima (development, consulting, project manageri).","25%","50%","50%","100%","4 - 8 sata / tjedno","4","4","5","5","5","5","4","2","3","4","7000kn - 8900kn","3","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Audio knjige;Blogovi;Webinari;Online vodiči;Online tečajevi","Programeri;Sales;Project managers;Executives;Data analyst","Research;Analiza konkurencije;Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Ne mogu odgovoriti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Napredak individue je napredak kolektiva.","Nemam.","Ne mogu.","Kreativni aspekt je nezamjenjiv, custom dizajn komponenti, empatija pri radu na projektu (razumjevanje izazova kao i odnos s klijentom).","AI;Machine learning"
"2018/07/10 10:52:17 AM GMT+2","11 - 20 godina","UX/UI dizajner","Ženski","31-35","PRIMORSKO-GORANSKA","GRAD ZAGREB","VŠS","UX/UI dizajner","5","6-10 godina","Management (Head of Design, Chief Design Officier i sl. )","d.o.o. ","1","Nema","Samo ja","Nema design tima","100%","25%","0","0","4 - 8 sata / tjedno","4","2","4","5","4","4","3","1","4","2","5000kn - 6900kn","2","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Konferencije i događanja u inozemstvu","Programeri;Executives","Research;Analiza konkurencije;Wireframing;Izrada prototipa;Design Sprint","Pomoću analitike;Feedback korisnika","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Razlomiti proces na više ljudi, i da se svatko više fokusira te ""owna"" svoj dio projekta","Not sure - oni koji najbolje prezentiraju svoj rad na van imaju dosta kritike od svojih radnika iznutra","-","Prilagodljivost","AR;Conversational Interfaces"
"2018/07/10 10:54:04 AM GMT+2","4 - 7 godina","Produkt dizajner (digitalni proizvodi)","Muški","26-30","OSJEČKO-BARANJSKA","OSJEČKO-BARANJSKA","Srednja stručna sprema","Produkt dizajner (digitalni proizvodi)","2","manje od 1 godine","Management (Head of Design, Chief Design Officier i sl. )","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","51-150","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje","0","25%","50%","25%","4 - 8 sata / tjedno","4","4","5","5","5","5","2","2","4","4","20000kn i više","4","Najčešće remotely","Educiram se samostalno doma;Knjige;Audio knjige;Blogovi;Networking događaji / meetups;Konferencije i događanja u HR;Konferencije i događanja u inozemstvu","UI dizajn;Programeri;Sales;Project managers;Kreativni direktor","Research;Intervjui s korisnicima;Fokus grupe (grupni intervjui);Analiza konkurencije;Affinity mapping;Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing;Lean UX;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Testirati, testirati, testirati.","Five, Rimac Automobili","","Business analysis, usability testing, prototyping, copywriting, cognitive psychology, interactive design, machine learning","Conversational Interfaces;AI;Machine learning"
"2018/07/10 12:10:50 PM GMT+2","11 - 20 godina","Web dizajner","Muški","46-50","ISTARSKA","ISTARSKA","Srednja stručna sprema","Web dizajner","1","6-10 godina","Senior Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","51-150","Nema","Samo ja","Nema design tima","75%","25%","0","0","4 - 8 sata / tjedno","4","5","3","3","5","4","4","2","3","4","10000kn - 12900kn","3","Najčešće u uredu","Educiram se samostalno doma;Knjige;Blogovi;Webinari;Networking događaji / meetups;Konferencije i događanja u HR","Programeri;Produkt managers;Project managers","Research;Intervjui s korisnicima;Fokus grupe (grupni intervjui);Analiza konkurencije;Usability testing","Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Nisu potrebni","Ne mješajte se","-","-","Praćenje noviteta i trendova","VR;AI"
"2018/07/10 2:07:38 PM GMT+2","4 - 7 godina","Produkt dizajner (digitalni proizvodi)","Muški","26-30","GRAD ZAGREB","GRAD ZAGREB","GRF","Produkt dizajner (digitalni proizvodi)","2","6-10 godina","Management (Head of Design, Chief Design Officier i sl. )","Dizajn studio","2-10","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje","25%","25%","25%","25%","1 - 3 sata / tjedno","5","3","4","5","5","4","4","1","4","5","7000kn - 8900kn","3","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Knjige;Konferencije i događanja u HR","UI dizajn;UX dizajn;Programeri;Sales","Research;Analiza konkurencije;Persone;Journey Mapping;Wireframing;Izrada prototipa","Nikako","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Uključiti dizajnere u decision making na višem nivou na projektu kojem rade.","North 2","Uključenost dizajnera u donošenje odluka oko projekta.","Izrada arhitekture informacija, prototipiranje, vizualni dizajn","Chatbots;AI;Machine learning"
"2018/07/11 8:08:10 AM GMT+2","11 - 20 godina","Produkt dizajner (digitalni proizvodi)","Muški","36-40","GRAD ZAGREB","GRAD ZAGREB","GRF","Produkt dizajner (digitalni proizvodi)","1","2-5 godina","Lead Dizajner","Digitalna agencija","51-150","Ima jedan dizajn tim","16-20","Dnevni dizajn Standup;Revizija dizajna;Mentoriranje","0","25%","100%","0","9 - 20 sata / tjedno","4","3","5","5","5","4","3","1","2","4","16000kn - 20000kn","4","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Organizirana edukacija unutar tvrtke;Knjige;Audio knjige;Blogovi;Online tečajevi;Networking događaji / meetups;Konferencije i događanja u inozemstvu","UI dizajn;UX dizajn;Programeri;Produkt managers;Sales;Project managers;Executives;Data analyst","Research;Intervjui s korisnicima;Analiza konkurencije;Affinity mapping;Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Investirajte u interne procese i znanje zaposlenika. Postavite probleme pred tim koji se trebaju riješiti, a ne unaprijed osmišljena rješenja koja u većini slučaja nemaju smisla. Pustite ljude da rade svoj posao.","Five","Ulaganje u procese, kvalitetni zaposlenici.","Poslovno razmišljanje uključeno u produkt proces, istraživanje i mogućnost analize podataka, konceptno razmišljanje kroz sisteme","Machine learning;Mixed Reality"
"2018/07/11 10:19:12 AM GMT+2","11 - 20 godina","Web dizajner","Muški","31-35","ZADARSKA","ZADARSKA","Srednja stručna sprema","Web dizajner","1","6-10 godina","Senior Dizajner","Dizajn studio","2-10","Nema","Samo ja","Nema design tima","100%","0","0","0","1 - 3 sata / tjedno","4","2","2","3","5","4","2","2","2","2","5000kn - 6900kn","2","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima","Programeri;Kreativni direktor","Research;Analiza konkurencije;Wireframing;Izrada prototipa","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Obavezno uključiti","","","","UX, marketing, copywriting","Conversational Interfaces;AI"
"2018/07/11 2:19:59 PM GMT+2","2 - 3 godine","Dizajner vizualnih komunikacija","Ženski","26-30","GRAD ZAGREB","GRAD ZAGREB","GRF","Dizajner vizualnih komunikacija","4","2-5 godina","Medium Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","51-150","Nema","Samo ja","Nema design tima","25%","100%","75%","100%","1 - 3 sata / tjedno","4","2","5","5","5","5","3","2","5","4","7000kn - 8900kn","4","Najčešće u uredu i povremeno remotely","Blogovi;Online tečajevi","Produkt managers;Sales;Copywritter;Marketing","Research;Analiza konkurencije;Wireframing;Izrada prototipa;Usability testing;Lean UX","Nikako","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Više testiranja.","Nisam dovoljno upućena u procese pojedinih firmi. Trebala bi biti u njima i vdijeti ih to šta piše na blogu ne mora uvijek biti istina.","User u fokusu","Učenje novih stvari, praćenje tehnologije, prebacivanje na razne alate","VR;AR;AI;Machine learning"
"2018/07/11 9:08:39 PM GMT+2","8 - 10 godina","Produkt dizajner (digitalni proizvodi)","Muški","36-40","GRAD ZAGREB","GRAD ZAGREB","FFZG - psihologija","Produkt dizajner (digitalni proizvodi)","2","2-5 godina","Lead Dizajner","Digitalna agencija","51-150","Ima jedan dizajn tim","10-15","Dnevni dizajn Standup;Revizija dizajna;Mentoriranje","0","0","100%","100%","9 - 20 sata / tjedno","4","1","3","4","5","4","3","1","2","3","13000kn - 15900kn","3","Najčešće u uredu","Educiram se samostalno doma;Organizirana edukacija unutar tvrtke;Knjige;Audio knjige;Blogovi;Online vodiči","UI dizajn;UX dizajn;Programeri;Produkt managers;Sales;Project managers","Research;Intervjui s korisnicima;Analiza konkurencije;Affinity mapping;Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing;Lean UX;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","1 PM : 3 Dizajnera  5 developera.","","","N/a","AI;Machine learning"
"2018/07/18 9:09:44 AM GMT+2","2 - 3 godine","Web dizajner, graficki dizajner, marketing/branding dizajner, ux/ui dizajner","Ženski","31-35","GRAD ZAGREB","GRAD ZAGREB","FFZG - komparativna/francuski","Web dizajner, Marketing/Branding dizajner, grafički dizajner, ux/ui dizajner","2","2-5 godina","Management (Head of Design, Chief Design Officier i sl. )","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","11-20","Nema","Samo ja","Nema design tima","75%","75%","75%","100%","4 - 8 sata / tjedno","4","4","5","5","5","4","3","3","3","4","7000kn - 8900kn","3","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Webinari;Online vodiči;Online tečajevi;Networking događaji / meetups","UX dizajn;Programeri;Produkt managers;Sales;Project managers;Kreativni direktor;Executives;Copywritter;Researcher;Data analyst","Research;Intervjui s korisnicima;Analiza konkurencije;Persone;Wireframing;Izrada prototipa;Usability testing","Radimo usability testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Vise uloziti u istrazivanja i svaki put prvo raditi prototip te ga testirati na korisnicima prije nego se ide u razvoj","FIVE","Čini mi se da imaju dobro razrađen proces izrade aplikacija i dizajna, gdje je korisnik u sredistu","Razumijevanje kako mladi ljudi percipiraju i rade s aplikacijama, razmisljanje izvan okvira, sposobnost brzog ucenja alata i prilagodbe novim trendovima","VR;AI;Machine learning"
"2018/07/20 2:00:11 PM GMT+2","8 - 10 godina","Produkt dizajner (digitalni proizvodi)","Ženski","31-35","ZAGREBAČKA","ZAGREBAČKA","Arhitektonski fakultet - studij dizajna","Produkt dizajner (digitalni proizvodi)","2","manje od 1 godine","Senior Dizajner","Startup","11-20","Nema","Samo ja","Nema design tima","0","0","100%","0","1 - 3 sata / tjedno","4","5","3","5","5","5","3","1","3","4","20000kn i više","5","Najčešće remotely","Educiram se samostalno doma","Programeri;Produkt managers;Executives;Data analyst","Research;Intervjui s korisnicima;Analiza konkurencije;Persone;Wireframing;Izrada prototipa;Usability testing;Lean UX","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Savjet za hr. digitalne agencije - balansirajte bolje želje i potrebe sales tima sa potrebama projekata. Drugim riječima, previše se projekata radi zbog PR-a firme, manje se ulaže vremena da se upozna problematika klijenta, usera i same domene u kojoj se problem nalazi.","Rentlio","Imaju pristup korisnicima, provode user research i informirano donose odluke o razvoju featura. Ne forsiraju growth na račun svega ostaloga jer su našli svoj business model.","Sve što je potrebno za razvoj UX strategije ili pronalaska produkt-market fita: User Research (mixed methods), competition analysis, razumijevanje revenue streamova i na koji način kompanija misli zarađivati novce.","Conversational Interfaces;AI;Machine learning"
"2018/07/24 4:08:41 PM GMT+2","8 - 10 godina","UX/UI dizajner","Muški","26-30","SPLITSKO-DALMATINSKA","SPLITSKO-DALMATINSKA","Srednja stručna sprema","UX/UI dizajner","3","manje od 1 godine","Medium Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","51-150","Ima jedan dizajn tim","2-5","Dnevni dizajn Standup;Revizija dizajna;Mentoriranje","25%","100%","0","100%","1 - 3 sata / tjedno","4","4","3","5","5","5","5","2","4","4","7000kn - 8900kn","3","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Webinari;Online tečajevi;Networking događaji / meetups;Konferencije i događanja u HR","UI dizajn;UX dizajn;Programeri;Project managers;Executives","Research;Analiza konkurencije;Journey Mapping;Wireframing;Izrada prototipa;Usability testing;Lean UX;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Nisu potrebni","","Five Agency, Degordian, Bruketa Žinić Grey","","Dizajniranje ""izvan ekrana"" uređaja (AR i VR), Interakcijski dizajn","AR;AI;Machine learning"
"2018/07/24 9:08:06 PM GMT+2","manje od 1 godine","Grafički dizajner","Muški","18-20","MEĐIMURSKA","MEĐIMURSKA","Srednja stručna sprema","Grafički dizajner","1","manje od 1 godine","Freelancer","Autorski ugovor (freelance)","1","Nema","Samo ja","Nema design tima","0","0","0","100%","0","4","5","4","5","4","5","3","2","2","4","Nisam zaposlen ali freelanceam","3","Najčešće u uredu","Educiram se samostalno doma","Freelanceam","Research;Intervjui s korisnicima;Analiza konkurencije;Izrada prototipa","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","","","","Grafički dizajn, web dizajn, team management","Conversational Interfaces;AI"
"2018/07/25 6:43:03 PM GMT+2","4 - 7 godina","UX/UI dizajner","Muški","31-35","GRAD ZAGREB","GRAD ZAGREB","FER","UX/UI dizajner","2","6-10 godina","Lead Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","21-50","Ima jedan dizajn tim","2-5","Dnevni dizajn Standup;Revizija dizajna;Mentoriranje","0","100%","0","100%","1 - 3 sata / tjedno","4","4","3","5","5","4","4","4","3","4","16000kn - 20000kn","4","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Knjige;Blogovi","Programeri;Executives","Analiza konkurencije;Wireframing;Izrada prototipa;Usability testing;Lean UX;Design Sprint","Pomoću analitike;Radimo usability testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","","","","-","VR;AR;AI;Machine learning"
